Gene ID,NC24h_pi_1,NC24h_pi_2,NC24h_pi_3,X24h_pi_1,X24h_pi_2,X24h_pi_3,NC48h_pi_1,NC48h_pi_2,NC48h_pi_3,X48h_pi_1,X48h_pi_2,X48h_pi_3,NC72h_pi_1,NC72h_pi_2,NC72h_pi_3,X72h_pi_1,X72h_pi_2,X72h_pi_3,NC96h_pi_1,NC96h_pi_2,NC96h_pi_3,X96h_pi_1,X96h_pi_2,X96h_pi_3
c228925_g2,0,0,0,8,4,13,0,0,0,17,23,31,0,0,0,18,7,66,0,0,0,59,47,8
c228941_g2,25,9,10,3,5,7,25,9,10,13,19,15,25,9,10,3,4,2,25,9,10,14,9,1
c228954_g5,0,0,6,0,1,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0
c228970_g3,182,178,139,373,441,394,182,178,139,256,341,257,182,178,139,315,193,181,182,178,139,386,162,108
c228982_g3,0,0,1,27,19,22,0,0,1,72,137,75,0,0,1,13,16,12,0,0,1,62,33,12
c228994_g2,6,4,11,36,39,44,6,4,11,51,55,73,6,4,11,18,19,68,6,4,11,65,46,33
c229008_g2,0,1,1,9,11,10,0,1,1,11,15,21,0,1,1,8,4,61,0,1,1,51,17,24
c229024_g1,0,0,2,13,17,12,0,0,2,5,12,5,0,0,2,2,2,18,0,0,2,14,7,8
c229039_g4,1395,921,1204,3366,2171,3096,1395,921,1204,2774,3116,3339,1395,921,1204,3284,2567,1121,1395,921,1204,2676,1264,1024
c229048_g4,130,128,148,353,224,362,130,128,148,491,481,581,130,128,148,847,452,478,130,128,148,909,482,155
c229065_g1,0,0,0,2,2,2,0,0,0,3,0,3,0,0,0,4,0,1,0,0,0,3,1,1
c229080_g1,259,112,214,907,612,1029,259,112,214,418,617,709,259,112,214,1851,658,148,259,112,214,1123,618,63
c229098_g1,37,112,46,68,91,63,37,112,46,38,89,69,37,112,46,6,25,36,37,112,46,68,33,21
c229109_g1,465,330,464,1266,1152,1331,465,330,464,1004,1157,1100,465,330,464,1577,1031,539,465,330,464,1129,510,407
c229123_g3,1889,2778,3087,56,83,52,1889,2778,3087,26,60,46,1889,2778,3087,40,38,29,1889,2778,3087,47,25,50
c229136_g4,90,94,113,179,147,194,90,94,113,170,244,252,90,94,113,313,173,170,90,94,113,388,154,101
c229150_g1,9,8,12,54,63,43,9,8,12,176,91,83,9,8,12,53,29,38,9,8,12,69,63,27
c229164_g2,1,1,0,36,46,44,1,1,0,48,67,52,1,1,0,19,20,42,1,1,0,72,42,25
c229175_g2,1466,992,1103,592,368,501,1466,992,1103,810,1040,755,1466,992,1103,745,562,325,1466,992,1103,943,401,102
c229187_g2,69,67,77,61,80,89,69,67,77,119,121,126,69,67,77,122,70,66,69,67,77,205,78,39
c229204_g3,2,2,3,18,17,10,2,2,3,35,48,24,2,2,3,10,15,24,2,2,3,81,16,4
c229214_g1,0,0,0,56,38,61,0,0,0,94,114,91,0,0,0,79,41,47,0,0,0,181,93,11
c229224_g4,129,73,99,302,280,312,129,73,99,266,347,291,129,73,99,422,298,183,129,73,99,436,173,183
c229241_g4,0,1,0,27,29,30,0,1,0,23,26,34,0,1,0,32,23,28,0,1,0,60,11,13
c229255_g3,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
c229270_g6,0,0,0,4,1,2,0,0,0,5,9,4,0,0,0,5,3,3,0,0,0,5,3,5
c229283_g2,0,0,0,12,9,17,0,0,0,12,10,17,0,0,0,9,8,9,0,0,0,28,5,3
c229295_g3,270,189,238,361,450,407,270,189,238,363,405,395,270,189,238,1654,793,619,270,189,238,2290,977,260
c229308_g1,294,221,333,744,534,754,294,221,333,582,526,614,294,221,333,1321,744,520,294,221,333,1118,491,231
c229325_g2,0,4,1,26,34,53,0,4,1,85,77,90,0,4,1,56,30,49,0,4,1,139,62,85
c229339_g3,1,0,0,9,13,10,1,0,0,13,24,11,1,0,0,9,5,12,1,0,0,23,6,8
c229354_g2,278,192,263,518,418,549,278,192,263,589,724,743,278,192,263,909,673,281,278,192,263,958,384,245
c229366_g5,0,0,0,3,1,1,0,0,0,2,7,7,0,0,0,7,1,2,0,0,0,15,2,4
c229376_g1,4814,4253,4512,16122,15960,21906,4814,4253,4512,13606,13665,12588,4814,4253,4512,22416,14806,22528,4814,4253,4512,31875,13154,9847
c229386_g5,2,0,0,22,19,30,2,0,0,21,25,25,2,0,0,22,7,55,2,0,0,68,44,24
c229402_g1,4197,3061,4272,10322,7058,10730,4197,3061,4272,17899,22020,19812,4197,3061,4272,36681,17414,9497,4197,3061,4272,36179,13594,4205
c229416_g4,0,2,0,17,10,11,0,2,0,27,22,19,0,2,0,19,7,30,0,2,0,85,22,10
c229428_g6,10,8,16,105,90,119,10,8,16,106,151,126,10,8,16,82,104,190,10,8,16,248,116,42
c229443_g1,0,1,0,6,15,6,0,1,0,9,15,9,0,1,0,15,1,30,0,1,0,33,4,4
c229454_g3,229,105,311,715,487,764,229,105,311,666,1022,767,229,105,311,779,485,467,229,105,311,1164,465,161
c229470_g3,33,25,24,118,91,145,33,25,24,111,179,172,33,25,24,192,120,260,33,25,24,498,145,104
c229483_g3,454,524,522,444,372,438,454,524,522,796,907,724,454,524,522,1675,614,668,454,524,522,1765,808,214
c229497_g1,1007,763,1015,2768,1985,2942,1007,763,1015,3549,4173,3798,1007,763,1015,7212,4158,3336,1007,763,1015,10157,3748,1503
c229510_g2,15345,10600,14384,15137,9930,12789,15345,10600,14384,10057,10111,10073,15345,10600,14384,19662,11460,9484,15345,10600,14384,12604,6728,4681
c229521_g2,26,26,29,107,136,138,26,26,29,166,203,215,26,26,29,269,141,763,26,26,29,545,202,212
c229531_g3,22,19,9,44,33,37,22,19,9,69,86,72,22,19,9,60,60,33,22,19,9,86,36,7
c229543_g1,32,14,189,632,614,724,32,14,189,315,507,345,32,14,189,1895,534,499,32,14,189,1492,474,108
c229558_g1,2861,2090,2397,2238,1320,2133,2861,2090,2397,2288,3555,2857,2861,2090,2397,3358,2033,3028,2861,2090,2397,4265,2217,1951
c229569_g3,90,60,101,466,338,544,90,60,101,571,747,632,90,60,101,1240,580,306,90,60,101,964,423,361
c229585_g6,164,109,153,598,443,678,164,109,153,749,832,786,164,109,153,1403,761,466,164,109,153,1547,575,284
c229601_g1,0,0,1,15,29,20,0,0,1,20,28,27,0,0,1,20,10,19,0,0,1,36,20,7
c229614_g1,343,379,354,230,199,262,343,379,354,215,295,238,343,379,354,234,135,243,343,379,354,543,248,313
c229627_g9,22,17,10,30,48,32,22,17,10,19,31,27,22,17,10,22,32,27,22,17,10,37,14,7
c229641_g2,660,567,834,1103,1016,1276,660,567,834,846,835,946,660,567,834,2310,1282,1169,660,567,834,2363,865,725
c229658_g2,40,23,56,115,103,155,40,23,56,188,215,219,40,23,56,112,110,200,40,23,56,340,199,108
c229669_g1,745,413,448,1000,212,1046,745,413,448,1173,896,774,745,413,448,926,2061,2739,745,413,448,1701,1254,410
c229681_g1,118,61,131,340,525,610,118,61,131,333,524,427,118,61,131,283,204,381,118,61,131,818,651,182
c229694_g1,810,423,540,1117,816,1196,810,423,540,1061,1279,1357,810,423,540,2700,1707,843,810,423,540,3242,1041,244
c229707_g1,355,375,360,1121,2309,1422,355,375,360,658,929,845,355,375,360,1689,1063,686,355,375,360,545,439,111
c229724_g1,2453,2145,2194,2819,2333,3262,2453,2145,2194,3518,4457,3684,2453,2145,2194,3111,2071,4027,2453,2145,2194,6186,2943,1788
c229737_g3,106,76,91,136,110,123,106,76,91,109,140,148,106,76,91,165,107,107,106,76,91,226,88,58
c229752_g1,0,0,0,13,17,18,0,0,0,4,11,5,0,0,0,3,8,5,0,0,0,11,2,4
c229762_g3,72,63,59,210,126,182,72,63,59,287,511,375,72,63,59,378,297,122,72,63,59,782,292,98
c229776_g1,1217,1157,1243,2799,2272,3348,1217,1157,1243,2034,2098,2722,1217,1157,1243,9517,2695,9054,1217,1157,1243,10221,3610,3053
c229792_g2,140,51,40,185,132,204,140,51,40,326,445,453,140,51,40,125,97,736,140,51,40,325,187,214
c229804_g1,495,463,341,4532,1231,1306,495,463,341,1511,867,1167,495,463,341,649,994,512,495,463,341,924,634,125
c229814_g1,666,793,869,1017,922,1232,666,793,869,1021,1511,1223,666,793,869,1275,803,1087,666,793,869,1924,810,591
c229825_g2,815,806,1058,1278,836,1023,815,806,1058,1383,1301,783,815,806,1058,2489,840,4465,815,806,1058,4495,1976,1495
c229837_g2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
c229849_g2,1,1,1,10,27,30,1,1,1,12,29,18,1,1,1,43,9,30,1,1,1,68,11,14
c229861_g2,204,148,204,334,442,378,204,148,204,321,437,408,204,148,204,313,304,231,204,148,204,610,237,157
c229869_g5,24,43,56,430,413,606,24,43,56,639,860,738,24,43,56,471,376,750,24,43,56,1328,635,329
c229880_g4,5793,3252,4606,4768,3530,4977,5793,3252,4606,4579,4606,5180,5793,3252,4606,12839,8434,1945,5793,3252,4606,11108,3646,461
c229896_g2,290,151,193,129,146,188,290,151,193,175,211,228,290,151,193,433,210,446,290,151,193,1477,477,208
c229906_g3,533,845,33,642,979,804,533,845,33,581,927,848,533,845,33,618,726,686,533,845,33,916,519,168
c229919_g1,4,2,6,53,115,140,4,2,6,108,86,82,4,2,6,53,28,105,4,2,6,170,68,36
c229928_g2,1654,1755,1747,9251,9277,11156,1654,1755,1747,11728,16517,14573,1654,1755,1747,12479,8097,17217,1654,1755,1747,31657,11404,7323
c229951_g1,0,1,0,0,0,1,0,1,0,0,3,1,0,1,0,1,0,0,0,1,0,0,1,3
c230115_g1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
c230260_g1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0
c23049_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
c230699_g1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
c230869_g1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
c231106_g1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,2,0,0
c231271_g1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,11,0,0,0,4,1,1
c23151_g1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
c231688_g1,0,0,5,2,2,3,0,0,5,0,8,4,0,0,5,0,1,1,0,0,5,4,0,0
c231891_g1,1,0,1,2,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0
c232147_g1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
c232295_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
c232442_g1,1,3,1,2,0,0,1,3,1,0,2,1,1,3,1,0,1,0,1,3,1,0,0,2
c232652_g1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
c232908_g1,0,0,0,0,3,2,0,0,0,2,5,10,0,0,0,0,0,4,0,0,0,5,4,2
c233103_g1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
c233307_g1,0,2,2,0,2,0,0,2,2,0,0,0,0,2,2,2,0,0,0,2,2,1,0,0
c233536_g1,0,0,0,1,3,5,0,0,0,3,6,3,0,0,0,0,1,1,0,0,0,2,0,4
c233786_g1,0,0,4,0,0,0,0,0,4,34,0,0,0,0,4,0,0,0,0,0,4,0,19,12
c234001_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,8
c234141_g1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
c23432_g1,4,5,3,1,1,6,4,5,3,1,1,5,4,5,3,1,3,7,4,5,3,2,1,1
c23455_g1,1,0,0,6,6,6,1,0,0,4,0,2,1,0,0,7,7,2,1,0,0,22,3,4
c234810_g1,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0
c235057_g1,0,0,0,4,2,1,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0
c235266_g1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,17,5,0
c235524_g1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
c235724_g1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17
c235904_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
c236125_g1,0,0,1,1,2,0,0,0,1,0,2,1,0,0,1,0,0,2,0,0,1,2,0,3
c236457_g1,0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0
c236688_g1,4,1,0,1,0,1,4,1,0,1,2,1,4,1,0,0,0,3,4,1,0,2,1,3
c236921_g1,0,2,0,0,0,18,0,2,0,0,0,0,0,2,0,1,0,0,0,2,0,1,1,2
c237157_g1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
c23738_g1,0,0,0,1,2,0,0,0,0,5,4,3,0,0,0,0,1,2,0,0,0,2,2,1
c237617_g1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,13
c237789_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
c237966_g1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
c238206_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0
c238472_g1,0,0,0,3,0,1,0,0,0,5,15,3,0,0,0,8,5,1,0,0,0,17,2,0
c23868_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
c238891_g1,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
c239110_g1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
c239410_g1,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
c239634_g1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
c239821_g1,0,0,0,2,2,3,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,2
c240093_g1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
c240362_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c240514_g1,0,0,0,3,0,0,0,0,0,1,4,1,0,0,0,0,0,3,0,0,0,0,1,0
c24075_g1,0,0,0,0,1,3,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,2,3,5
c240990_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
c241214_g1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
c241379_g1,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0
c241613_g1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
c241853_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
c2420_g1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
c242350_g1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
c242560_g1,0,0,0,0,4,0,0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0
c242846_g1,0,6,3,1,0,2,0,6,3,0,2,0,0,6,3,0,0,0,0,6,3,0,0,0
c243115_g1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0
c243387_g1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,2,2,0,0
c243597_g1,0,0,0,1,2,0,0,0,0,1,4,2,0,0,0,0,1,3,0,0,0,4,0,1
c243907_g1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
c244162_g1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
c244382_g1,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,1,0,4,0,0,0,0
c244637_g1,0,1,0,1,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,1,2,0
c245013_g1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0
c245242_g1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0
c245446_g1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0
c245706_g1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
c246034_g1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,5,0,0
c246350_g1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
c246728_g1,2,2,0,0,0,1,2,2,0,0,0,1,2,2,0,0,2,0,2,2,0,5,3,0
c246962_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,14,4,0
c247224_g1,0,0,0,8,0,0,0,0,0,2,10,0,0,0,0,1,0,1,0,0,0,0,0,0
c247526_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
c247779_g1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
c248072_g1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
c248330_g1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
c248684_g1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c249023_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
c249339_g1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c249596_g1,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
c24984_g1,4,1,2,4,1,2,4,1,2,6,1,0,4,1,2,3,7,1,4,1,2,12,3,0
c25017_g1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
c25045_g1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,3,0,0
c25075_g1,1,0,0,3,3,12,1,0,0,7,7,10,1,0,0,5,13,6,1,0,0,13,13,1
c25102_g1,0,0,2,1,3,3,0,0,2,8,7,17,0,0,2,6,1,4,0,0,2,16,7,4
c251365_g1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
c251656_g1,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0
c251919_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
c252204_g1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
c252445_g1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c252755_g1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0
c25295_g1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
c253208_g1,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
c253466_g1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
c253681_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
c253931_g1,2,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0
c254156_g1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0
c254353_g1,0,0,0,0,1,2,0,0,0,4,2,0,0,0,0,2,0,2,0,0,0,4,14,29
c254513_g1,0,0,0,0,1,1,0,0,0,1,3,1,0,0,0,2,0,3,0,0,0,1,1,5
c254774_g1,3,0,0,1,0,0,3,0,0,0,0,0,3,0,0,1,0,1,3,0,0,0,0,0
c254942_g1,0,0,0,1,1,2,0,0,0,3,1,3,0,0,0,0,2,1,0,0,0,0,3,1
c255122_g1,0,0,0,6,3,2,0,0,0,6,9,5,0,0,0,0,1,2,0,0,0,5,3,0
c255323_g1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c255452_g1,4,0,2,0,0,0,4,0,2,1,2,0,4,0,2,0,0,4,4,0,2,3,1,0
c255716_g1,0,0,0,4,3,3,0,0,0,1,4,1,0,0,0,4,1,2,0,0,0,3,4,1
c255904_g1,0,0,0,1,1,1,0,0,0,0,3,1,0,0,0,3,3,2,0,0,0,2,6,0
c256097_g1,0,0,0,1,1,0,0,0,0,2,2,4,0,0,0,0,0,4,0,0,0,4,5,3
c256362_g1,0,0,0,1,1,1,0,0,0,0,2,3,0,0,0,1,0,8,0,0,0,4,2,0
c256571_g1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
c256753_g1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,1,1,4
c256995_g1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
c257294_g1,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,2,1,8,0,0,0,2,3,1
c257444_g1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0
c257658_g1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0
c25788_g1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
c258047_g1,0,0,2,0,2,1,0,0,2,3,0,0,0,0,2,1,2,0,0,0,2,3,2,0
c258330_g1,0,4,3,1,1,2,0,4,3,0,0,1,0,4,3,2,0,0,0,4,3,1,0,3
c258535_g1,2,1,1,1,2,2,2,1,1,2,1,0,2,1,1,0,0,1,2,1,1,1,0,0
c258729_g1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1
c258934_g1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c259210_g1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
c259497_g1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
c259711_g1,0,0,0,0,2,0,0,0,0,4,5,5,0,0,0,0,0,1,0,0,0,3,0,1
c259962_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
c260208_g1,0,0,0,2,1,0,0,0,0,1,2,4,0,0,0,0,1,0,0,0,0,6,0,0
c260489_g1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0
c260720_g1,0,0,0,4,7,2,0,0,0,1,5,2,0,0,0,5,1,7,0,0,0,0,1,8
c260988_g1,0,0,0,0,1,0,0,0,0,2,4,4,0,0,0,2,2,1,0,0,0,1,0,1
c261210_g1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c261442_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
c261633_g1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
c261890_g1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
c262154_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c262491_g1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,2,0
c262744_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
c263004_g1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
c263240_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
c263497_g1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
c263741_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c263985_g1,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
c264214_g1,2,0,0,1,3,0,2,0,0,2,2,1,2,0,0,2,0,0,2,0,0,1,0,1
c264450_g1,0,0,0,1,1,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0
c264680_g1,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,3,1,4,0,0,0,3,0,4
c264948_g1,1,10,1,7,2,10,1,10,1,2,4,0,1,10,1,0,0,3,1,10,1,0,0,0
c26519_g1,0,0,4,0,0,1,0,0,4,0,0,0,0,0,4,1,0,2,0,0,4,2,0,0
c265460_g1,2,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,2,1
c265664_g1,3,0,0,0,2,0,3,0,0,0,0,1,3,0,0,0,0,0,3,0,0,1,0,0
c265890_g1,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,2,0
c26631_g1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
c266632_g1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
c266878_g1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0
c267179_g1,0,0,1,3,1,0,0,0,1,3,3,3,0,0,1,0,0,8,0,0,1,11,6,4
c267440_g1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
c267727_g1,0,1,2,1,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,1,2,1,0,0
c268138_g1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2,2
c268407_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2
c268694_g1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0
c268982_g1,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
c269233_g1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
c269514_g1,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,1,1
c269755_g1,0,0,0,17,7,23,0,0,0,33,38,67,0,0,0,33,19,52,0,0,0,238,117,15
c270053_g1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
c270349_g1,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,2,0,0,0,3,1,1
